238;Estudiante 00238;6.900.000;6.900.000;6.800.000;6.400.000;6.900.000;6.400.000;6.300.000;6.600.000
239;Estudiante 00239;4.800.000;5.000.000;4.300.000;4.100.000;4.300.000;5.000.000;4.200.000;5.800.000
240;Estudiante 00240;6.300.000;6.100.000;6.000.000;5.600.000;6.500.000;6.200.000;5.900.000;6.800.000
241;Estudiante 00241;6.600.000;5.800.000;6.300.000;6.200.000;6.000.000;6.400.000;5.800.000;5.800.000
242;Estudiante 00242;4.500.000;4.500.000;4.400.000;4.400.000;4.000.000;4.500.000;4.100.000;6.400.000
243;Estudiante 00243;3.800.000;4.200.000;3.600.000;3.600.000;4.400.000;3.600.000;4.000.000;6.100.000
244;Estudiante 00244;5.900.000;6.300.000;5.700.000;6.500.000;6.400.000;6.100.000;5.900.000;6.800.000
245;Estudiante 00245;5.900.000;6.300.000;6.700.000;5.900.000;6.900.000;5.800.000;6.300.000;6.700.000
246;Estudiante 00246;5.700.000;6.100.000;6.200.000;6.200.000;5.500.000;6.200.000;5.900.000;6.100.000
247;Estudiante 00247;3.800.000;3.700.000;4.200.000;4.100.000;3.600.000;3.500.000;4.300.000;6.300.000
248;Estudiante 00248;5.400.000;5.200.000;5.100.000;5.500.000;4.500.000;5.200.000;5.100.000;5.900.000
249;Estudiante 00249;4.400.000;5.400.000;4.900.000;4.700.000;4.700.000;4.700.000;5.300.000;6.000.000
250;Estudiante 00250;6.300.000;6.400.000;6.800.000;6.500.000;6.700.000;6.900.000;6.800.000;6.300.000
251;Estudiante 00251;6.700.000;6.600.000;6.500.000;6.900.000;6.500.000;6.500.000;6.800.000;6.700.000
252;Estudiante 00252;4.900.000;4.300.000;5.200.000;4.400.000;4.400.000;4.800.000;4.400.000;6.700.000
253;Estudiante 00253;3.400.000;3.800.000;3.600.000;3.600.000;4.400.000;3.600.000;4.500.000;5.600.000
254;Estudiante 00254;5.600.000;4.400.000;4.500.000;5.600.000;4.600.000;4.900.000;5.000.000;6.600.000
255;Estudiante 00255;6.100.000;6.100.000;6.500.000;5.600.000;5.400.000;5.800.000;5.800.000;5.700.000
256;Estudiante 00256;5.800.000;5.900.000;5.600.000;5.400.000;5.100.000;6.000.000;5.600.000;6.000.000
257;Estudiante 00257;6.000.000;5.600.000;5.700.000;5.600.000;5.600.000;6.100.000;5.600.000;6.700.000
258;Estudiante 00258;4.900.000;4.900.000;5.900.000;4.700.000;5.500.000;5.500.000;5.700.000;5.800.000
259;Estudiante 00259;5.400.000;5.400.000;6.200.000;5.200.000;5.200.000;5.700.000;5.500.000;6.200.000
260;Estudiante 00260;5.400.000;5.500.000;5.400.000;5.100.000;4.800.000;5.000.000;5.800.000;6.500.000
261;Estudiante 00261;5.100.000;5.100.000;4.800.000;5.100.000;5.400.000;5.400.000;4.400.000;6.200.000
262;Estudiante 00262;6.900.000;5.800.000;6.100.000;5.800.000;6.500.000;6.200.000;7.000.000;5.700.000
263;Estudiante 00263;6.200.000;5.800.000;6.100.000;6.200.000;6.100.000;6.900.000;5.900.000;6.700.000
264;Estudiante 00264;3.900.000;4.400.000;4.200.000;4.300.000;4.300.000;4.600.000;3.900.000;6.600.000
265;Estudiante 00265;5.000.000;5.500.000;5.600.000;5.100.000;5.500.000;4.900.000;5.200.000;5.500.000
266;Estudiante 00266;6.000.000;6.300.000;6.700.000;6.100.000;6.100.000;6.800.000;5.900.000;6.600.000
267;Estudiante 00267;5.100.000;5.600.000;5.900.000;5.300.000;4.900.000;5.700.000;5.200.000;6.000.000
268;Estudiante 00268;6.700.000;6.500.000;6.100.000;6.000.000;6.300.000;6.500.000;6.200.000;6.400.000
269;Estudiante 00269;5.300.000;5.000.000;5.300.000;6.000.000;5.700.000;5.100.000;5.200.000;6.200.000
270;Estudiante 00270;6.400.000;5.500.000;5.900.000;6.500.000;5.900.000;6.000.000;5.500.000;6.400.000
271;Estudiante 00271;5.700.000;4.900.000;5.900.000;5.400.000;5.300.000;5.500.000;5.400.000;6.200.000
272;Estudiante 00272;6.300.000;6.500.000;6.400.000;5.900.000;6.400.000;6.100.000;6.800.000;6.900.000
273;Estudiante 00273;5.900.000;6.300.000;6.400.000;6.500.000;6.500.000;6.400.000;6.100.000;5.800.000
274;Estudiante 00274;6.900.000;6.500.000;6.400.000;6.800.000;6.700.000;6.300.000;6.300.000;5.700.000
275;Estudiante 00275;4.900.000;4.800.000;4.500.000;4.800.000;5.000.000;4.200.000;5.000.000;6.200.000
276;Estudiante 00276;5.800.000;6.000.000;5.200.000;5.100.000;5.300.000;5.700.000;6.100.000;6.300.000
277;Estudiante 00277;4.300.000;4.800.000;3.800.000;4.900.000;4.400.000;4.000.000;4.500.000;6.200.000
278;Estudiante 00278;6.300.000;5.600.000;6.400.000;6.100.000;6.600.000;6.300.000;6.600.000;6.200.000
279;Estudiante 00279;4.800.000;4.900.000;4.500.000;5.000.000;5.000.000;4.800.000;4.000.000;6.200.000
280;Estudiante 00280;5.000.000;4.900.000;4.400.000;4.100.000;4.100.000;4.000.000;4.200.000;5.700.000
281;Estudiante 00281;6.800.000;6.400.000;6.700.000;6.300.000;6.300.000;7.000.000;6.600.000;5.700.000
282;Estudiante 00282;6.100.000;6.400.000;6.200.000;6.600.000;7.000.000;6.500.000;6.500.000;6.200.000
283;Estudiante 00283;4.900.000;4.600.000;4.500.000;5.100.000;5.100.000;4.200.000;4.600.000;6.500.000
284;Estudiante 00284;5.100.000;5.200.000;4.200.000;4.200.000;4.200.000;4.500.000;4.900.000;6.700.000
285;Estudiante 00285;4.700.000;4.300.000;4.100.000;4.000.000;4.000.000;3.800.000;4.200.000;5.700.000
286;Estudiante 00286;4.500.000;5.100.000;4.400.000;5.400.000;5.400.000;4.900.000;5.000.000;6.500.000
287;Estudiante 00287;5.200.000;5.300.000;6.000.000;5.600.000;5.200.000;5.000.000;5.300.000;6.900.000
288;Estudiante 00288;4.600.000;4.700.000;4.900.000;5.100.000;4.300.000;4.500.000;4.700.000;6.900.000
289;Estudiante 00289;5.700.000;4.800.000;5.000.000;4.700.000;4.700.000;5.000.000;5.500.000;6.400.000
290;Estudiante 00290;5.600.000;6.300.000;5.800.000;5.500.000;5.900.000;6.500.000;6.600.000;6.200.000
291;Estudiante 00291;6.800.000;7.000.000;6.500.000;6.200.000;6.600.000;6.900.000;6.600.000;6.600.000
292;Estudiante 00292;6.300.000;6.000.000;5.700.000;6.700.000;6.200.000;5.700.000;6.200.000;6.600.000
293;Estudiante 00293;4.500.000;4.800.000;4.500.000;5.300.000;4.500.000;4.700.000;5.400.000;5.900.000
294;Estudiante 00294;4.900.000;4.600.000;4.400.000;5.100.000;4.800.000;5.200.000;4.900.000;5.900.000
295;Estudiante 00295;4.400.000;3.700.000;4.200.000;4.100.000;4.500.000;4.300.000;3.900.000;6.400.000
296;Estudiante 00296;4.800.000;4.400.000;4.200.000;4.600.000;4.200.000;5.000.000;4.900.000;6.900.000
297;Estudiante 00297;6.500.000;6.800.000;6.200.000;6.300.000;5.800.000;6.500.000;6.700.000;6.300.000
298;Estudiante 00298;4.800.000;4.500.000;4.500.000;5.100.000;4.400.000;5.100.000;4.700.000;6.500.000
299;Estudiante 00299;4.500.000;4.600.000;4.400.000;4.900.000;5.300.000;4.800.000;5.500.000;6.500.000
300;Estudiante 00300;5.000.000;5.000.000;4.700.000;4.700.000;4.300.000;5.000.000;4.700.000;5.700.000
301;Estudiante 00301;6.300.000;6.000.000;5.400.000;6.300.000;6.500.000;5.700.000;5.600.000;5.600.000
302;Estudiante 00302;4.900.000;3.900.000;4.900.000;4.600.000;3.700.000;4.100.000;3.900.000;6.300.000
303;Estudiante 00303;3.600.000;3.700.000;4.000.000;4.100.000;4.300.000;4.200.000;3.600.000;5.700.000
304;Estudiante 00304;4.400.000;4.400.000;3.900.000;3.700.000;3.900.000;4.100.000;4.100.000;6.600.000
305;Estudiante 00305;5.700.000;5.400.000;5.300.000;5.400.000;4.600.000;5.000.000;5.100.000;6.200.000
306;Estudiante 00306;6.800.000;6.600.000;6.800.000;6.900.000;6.700.000;6.400.000;6.800.000;6.700.000
307;Estudiante 00307;5.600.000;5.400.000;4.700.000;5.300.000;4.800.000;5.500.000;5.100.000;5.700.000
308;Estudiante 00308;6.600.000;6.600.000;6.300.000;6.700.000;6.400.000;6.600.000;6.800.000;6.900.000
309;Estudiante 00309;6.100.000;5.000.000;5.700.000;5.400.000;5.500.000;5.400.000;5.800.000;6.200.000
310;Estudiante 00310;3.900.000;4.400.000;4.800.000;4.500.000;4.300.000;4.900.000;4.700.000;5.700.000
311;Estudiante 00311;5.100.000;5.500.000;6.000.000;5.500.000;5.400.000;5.600.000;5.900.000;5.700.000
312;Estudiante 00312;6.600.000;6.500.000;6.400.000;6.700.000;6.700.000;6.900.000;6.400.000;6.800.000
313;Estudiante 00313;5.800.000;6.300.000;6.400.000;6.000.000;6.600.000;6.800.000;6.100.000;6.800.000
314;Estudiante 00314;3.700.000;4.200.000;4.200.000;4.700.000;3.600.000;3.600.000;4.100.000;6.800.000
315;Estudiante 00315;5.400.000;5.700.000;5.400.000;4.700.000;5.100.000;5.000.000;4.800.000;5.800.000
316;Estudiante 00316;6.200.000;6.100.000;5.200.000;6.000.000;6.200.000;6.100.000;5.500.000;6.300.000
317;Estudiante 00317;4.800.000;4.000.000;4.900.000;4.600.000;4.500.000;5.000.000;4.500.000;6.600.000
318;Estudiante 00318;5.800.000;6.000.000;6.500.000;6.200.000;6.100.000;6.000.000;6.100.000;6.600.000
319;Estudiante 00319;6.900.000;6.600.000;6.600.000;6.700.000;6.200.000;6.400.000;6.800.000;5.600.000
320;Estudiante 00320;5.200.000;6.100.000;6.000.000;5.900.000;6.000.000;5.200.000;6.200.000;5.900.000
321;Estudiante 00321;6.200.000;5.700.000;5.800.000;5.600.000;5.600.000;6.200.000;5.800.000;6.900.000
322;Estudiante 00322;5.200.000;5.300.000;5.000.000;5.800.000;5.000.000;5.300.000;5.400.000;5.700.000
323;Estudiante 00323;4.900.000;4.700.000;4.700.000;5.500.000;4.900.000;4.700.000;5.700.000;6.700.000
324;Estudiante 00324;5.000.000;4.300.000;5.400.000;4.800.000;5.100.000;5.200.000;4.300.000;5.600.000
325;Estudiante 00325;6.500.000;6.600.000;6.300.000;7.000.000;6.900.000;6.300.000;6.500.000;6.200.000
326;Estudiante 00326;4.100.000;4.400.000;4.800.000;5.000.000;4.500.000;5.000.000;4.900.000;5.800.000
327;Estudiante 00327;7.000.000;6.200.000;6.600.000;6.900.000;6.100.000;6.900.000;6.200.000;6.400.000
328;Estudiante 00328;3.700.000;4.400.000;4.200.000;4.200.000;3.900.000;3.500.000;4.300.000;6.200.000
329;Estudiante 00329;6.300.000;5.800.000;6.300.000;5.500.000;5.600.000;5.900.000;5.800.000;5.800.000
330;Estudiante 00330;4.700.000;5.500.000;4.800.000;5.600.000;4.800.000;4.600.000;5.200.000;5.600.000
331;Estudiante 00331;5.400.000;6.300.000;5.600.000;5.600.000;5.600.000;6.100.000;5.600.000;6.900.000
332;Estudiante 00332;4.900.000;4.000.000;4.200.000;4.400.000;4.800.000;4.200.000;4.500.000;6.300.000
333;Estudiante 00333;5.800.000;6.000.000;6.100.000;6.700.000;6.700.000;6.000.000;6.700.000;6.500.000
334;Estudiante 00334;4.200.000;4.300.000;4.300.000;4.400.000;5.100.000;4.400.000;4.800.000;6.600.000
335;Estudiante 00335;6.800.000;7.000.000;6.900.000;6.600.000;6.800.000;6.800.000;6.600.000;5.500.000
336;Estudiante 00336;6.200.000;5.700.000;5.600.000;6.000.000;5.300.000;6.200.000;6.300.000;6.100.000
337;Estudiante 00337;3.900.000;4.800.000;4.300.000;4.100.000;4.600.000;3.900.000;4.800.000;6.700.000
338;Estudiante 00338;5.600.000;4.800.000;5.700.000;5.100.000;6.000.000;5.300.000;5.000.000;5.700.000
339;Estudiante 00339;6.100.000;5.600.000;5.600.000;6.500.000;6.300.000;5.700.000;5.700.000;6.400.000
340;Estudiante 00340;6.400.000;7.000.000;6.700.000;7.000.000;6.300.000;6.500.000;6.700.000;6.300.000
341;Estudiante 00341;5.000.000;5.600.000;5.200.000;4.800.000;5.500.000;5.000.000;5.500.000;5.900.000
342;Estudiante 00342;4.200.000;3.500.000;3.700.000;3.500.000;3.800.000;3.700.000;3.600.000;6.500.000
343;Estudiante 00343;7.000.000;6.200.000;6.300.000;6.300.000;6.700.000;6.800.000;6.000.000;6.000.000
344;Estudiante 00344;4.200.000;4.100.000;3.700.000;4.300.000;4.400.000;4.300.000;3.900.000;6.900.000
345;Estudiante 00345;6.900.000;5.900.000;6.000.000;6.200.000;6.700.000;6.700.000;5.900.000;5.900.000
346;Estudiante 00346;4.400.000;4.400.000;4.800.000;4.700.000;4.900.000;4.500.000;4.800.000;7.000.000
347;Estudiante 00347;6.700.000;6.200.000;6.800.000;5.800.000;6.200.000;6.800.000;6.800.000;6.900.000
348;Estudiante 00348;6.100.000;5.900.000;5.900.000;5.500.000;5.800.000;5.900.000;5.600.000;6.700.000
349;Estudiante 00349;5.900.000;6.000.000;5.900.000;5.800.000;6.700.000;6.300.000;6.100.000;6.100.000
350;Estudiante 00350;5.200.000;4.800.000;4.800.000;4.300.000;5.100.000;4.700.000;5.100.000;6.700.000
351;Estudiante 00351;5.300.000;4.800.000;5.700.000;4.700.000;5.600.000;5.000.000;5.000.000;6.100.000
352;Estudiante 00352;6.600.000;6.800.000;6.400.000;6.400.000;6.600.000;6.500.000;6.300.000;7.000.000
353;Estudiante 00353;5.600.000;5.700.000;5.200.000;5.600.000;5.500.000;5.000.000;5.300.000;5.700.000
354;Estudiante 00354;5.900.000;5.500.000;6.100.000;5.600.000;5.300.000;6.200.000;6.000.000;6.800.000
355;Estudiante 00355;5.500.000;5.200.000;4.900.000;4.900.000;4.800.000;4.600.000;5.500.000;6.100.000
356;Estudiante 00356;6.400.000;6.600.000;6.400.000;6.700.000;6.700.000;6.500.000;6.800.000;6.100.000
357;Estudiante 00357;3.600.000;4.700.000;4.400.000;4.500.000;4.400.000;4.600.000;4.700.000;5.800.000
358;Estudiante 00358;4.500.000;4.400.000;3.800.000;4.400.000;3.700.000;4.000.000;4.300.000;6.500.000
359;Estudiante 00359;4.400.000;5.200.000;4.900.000;4.200.000;4.900.000;4.200.000;4.900.000;5.900.000
360;Estudiante 00360;3.600.000;4.800.000;4.200.000;4.700.000;4.500.000;4.700.000;4.600.000;5.800.000
361;Estudiante 00361;5.500.000;5.200.000;5.600.000;4.900.000;5.200.000;4.700.000;5.200.000;6.300.000
362;Estudiante 00362;4.800.000;4.400.000;4.000.000;4.700.000;4.900.000;5.000.000;4.500.000;6.300.000
363;Estudiante 00363;6.700.000;6.400.000;6.600.000;6.200.000;6.100.000;6.700.000;6.800.000;5.700.000
364;Estudiante 00364;5.900.000;5.900.000;5.700.000;5.600.000;6.300.000;5.700.000;5.400.000;6.200.000
365;Estudiante 00365;6.100.000;6.700.000;5.900.000;6.000.000;5.600.000;6.500.000;6.100.000;6.300.000
366;Estudiante 00366;5.100.000;4.800.000;4.800.000;5.200.000;4.700.000;4.800.000;5.100.000;6.900.000
367;Estudiante 00367;3.600.000;3.600.000;4.600.000;4.200.000;3.800.000;4.600.000;4.400.000;5.600.000
368;Estudiante 00368;4.200.000;3.600.000;3.900.000;3.800.000;4.300.000;4.100.000;4.200.000;6.100.000
369;Estudiante 00369;5.300.000;4.500.000;5.400.000;4.800.000;4.400.000;4.400.000;5.100.000;5.600.000
370;Estudiante 00370;4.200.000;3.900.000;4.100.000;3.500.000;3.600.000;4.600.000;3.800.000;6.300.000
371;Estudiante 00371;4.900.000;5.700.000;4.900.000;5.100.000;5.100.000;5.200.000;5.300.000;5.600.000
372;Estudiante 00372;4.500.000;4.700.000;4.500.000;3.900.000;3.800.000;4.000.000;4.300.000;6.000.000
373;Estudiante 00373;5.600.000;6.300.000;5.300.000;6.200.000;5.800.000;6.300.000;5.500.000;6.000.000
374;Estudiante 00374;4.900.000;4.400.000;4.400.000;4.100.000;4.900.000;4.700.000;3.900.000;5.700.000
375;Estudiante 00375;5.400.000;4.700.000;4.900.000;4.300.000;4.500.000;5.000.000;5.200.000;6.500.000
376;Estudiante 00376;5.800.000;6.200.000;6.600.000;6.700.000;6.800.000;6.500.000;6.100.000;5.900.000
377;Estudiante 00377;4.100.000;4.400.000;4.300.000;3.900.000;3.900.000;4.400.000;3.700.000;6.600.000
378;Estudiante 00378;5.900.000;6.100.000;6.900.000;6.200.000;6.400.000;6.300.000;6.300.000;6.600.000
379;Estudiante 00379;5.300.000;5.400.000;5.800.000;6.100.000;5.400.000;5.900.000;6.300.000;6.100.000
380;Estudiante 00380;4.600.000;5.100.000;4.600.000;5.000.000;4.900.000;5.200.000;4.700.000;5.800.000
381;Estudiante 00381;5.800.000;6.200.000;6.400.000;6.500.000;5.800.000;6.000.000;5.600.000;6.400.000
382;Estudiante 00382;5.700.000;5.300.000;5.200.000;5.800.000;5.600.000;5.400.000;6.000.000;5.800.000
383;Estudiante 00383;6.700.000;6.400.000;6.500.000;6.800.000;6.000.000;6.600.000;6.200.000;6.200.000
384;Estudiante 00384;4.600.000;5.300.000;4.900.000;5.200.000;5.300.000;5.700.000;4.600.000;5.900.000
385;Estudiante 00385;5.000.000;4.400.000;5.300.000;5.100.000;5.200.000;5.200.000;4.200.000;5.500.000
386;Estudiante 00386;6.500.000;6.400.000;6.100.000;6.100.000;6.500.000;6.800.000;6.000.000;6.000.000
387;Estudiante 00387;5.800.000;5.700.000;6.100.000;6.000.000;5.600.000;6.500.000;5.900.000;5.600.000
388;Estudiante 00388;5.100.000;5.400.000;5.600.000;5.800.000;5.300.000;5.600.000;5.000.000;6.700.000
389;Estudiante 00389;5.100.000;4.400.000;5.100.000;5.100.000;4.800.000;4.500.000;3.900.000;6.700.000
390;Estudiante 00390;6.000.000;5.500.000;5.800.000;6.300.000;5.800.000;5.600.000;5.600.000;5.600.000
391;Estudiante 00391;5.400.000;4.900.000;4.900.000;5.300.000;5.100.000;5.700.000;5.700.000;6.500.000
392;Estudiante 00392;6.200.000;6.500.000;6.700.000;6.900.000;6.200.000;6.100.000;6.800.000;6.000.000
393;Estudiante 00393;4.200.000;4.600.000;4.000.000;4.000.000;3.600.000;4.000.000;3.800.000;6.500.000
394;Estudiante 00394;6.200.000;5.500.000;6.200.000;6.500.000;6.100.000;6.500.000;6.500.000;6.100.000
395;Estudiante 00395;4.800.000;4.400.000;5.000.000;5.200.000;5.100.000;4.500.000;4.400.000;6.900.000
396;Estudiante 00396;4.400.000;4.500.000;4.600.000;4.500.000;5.400.000;5.100.000;5.600.000;5.700.000
397;Estudiante 00397;4.600.000;4.100.000;4.800.000;4.100.000;4.500.000;3.900.000;4.000.000;6.700.000
398;Estudiante 00398;7.000.000;6.100.000;6.300.000;6.000.000;6.800.000;6.700.000;6.400.000;5.600.000
399;Estudiante 00399;4.600.000;5.400.000;4.700.000;4.800.000;4.900.000;5.600.000;4.900.000;5.600.000
400;Estudiante 00400;4.300.000;4.500.000;4.600.000;5.200.000;5.100.000;4.100.000;4.400.000;6.800.000
401;Estudiante 00401;4.200.000;4.700.000;3.700.000;3.900.000;4.000.000;4.200.000;3.500.000;6.800.000
402;Estudiante 00402;4.500.000;5.300.000;5.400.000;5.500.000;5.000.000;5.200.000;5.200.000;5.500.000
403;Estudiante 00403;5.000.000;4.800.000;4.400.000;5.000.000;4.900.000;5.100.000;4.700.000;7.000.000
404;Estudiante 00404;5.600.000;5.900.000;6.400.000;6.400.000;5.700.000;5.600.000;5.600.000;6.800.000
405;Estudiante 00405;4.800.000;5.000.000;4.300.000;3.900.000;4.100.000;4.100.000;4.700.000;6.800.000
406;Estudiante 00406;5.900.000;6.100.000;6.900.000;6.500.000;6.600.000;6.600.000;5.800.000;5.800.000
407;Estudiante 00407;4.400.000;4.400.000;4.400.000;4.700.000;5.000.000;4.300.000;5.200.000;5.700.000
408;Estudiante 00408;7.000.000;7.000.000;6.600.000;6.600.000;5.900.000;6.100.000;6.100.000;6.400.000
409;Estudiante 00409;4.600.000;4.100.000;4.300.000;4.800.000;4.700.000;4.700.000;4.800.000;6.500.000
410;Estudiante 00410;4.900.000;4.100.000;4.200.000;4.900.000;4.700.000;4.500.000;4.500.000;6.600.000
411;Estudiante 00411;5.000.000;4.900.000;4.600.000;4.400.000;4.400.000;4.700.000;4.300.000;5.500.000
412;Estudiante 00412;5.400.000;5.500.000;5.100.000;5.600.000;4.900.000;5.400.000;4.700.000;5.900.000
413;Estudiante 00413;6.400.000;6.100.000;6.300.000;6.600.000;6.800.000;6.600.000;6.600.000;5.600.000
414;Estudiante 00414;5.000.000;4.600.000;5.000.000;5.400.000;4.700.000;5.100.000;4.500.000;6.500.000
415;Estudiante 00415;4.200.000;4.200.000;4.500.000;4.400.000;4.800.000;5.200.000;5.000.000;6.700.000
416;Estudiante 00416;6.700.000;6.600.000;6.800.000;6.900.000;6.300.000;7.000.000;6.300.000;6.700.000
417;Estudiante 00417;5.600.000;6.000.000;6.300.000;5.200.000;5.700.000;6.100.000;5.600.000;6.800.000
418;Estudiante 00418;5.100.000;4.900.000;4.600.000;4.800.000;4.200.000;4.200.000;5.200.000;5.700.000
419;Estudiante 00419;4.400.000;4.600.000;5.000.000;4.900.000;4.700.000;4.600.000;4.300.000;5.700.000
420;Estudiante 00420;4.600.000;4.900.000;4.900.000;4.600.000;5.000.000;5.500.000;4.600.000;6.600.000
421;Estudiante 00421;4.000.000;4.500.000;4.700.000;4.300.000;4.300.000;4.600.000;4.600.000;6.000.000
422;Estudiante 00422;5.400.000;5.400.000;4.800.000;5.600.000;5.200.000;4.900.000;5.000.000;5.800.000
423;Estudiante 00423;4.600.000;4.500.000;5.300.000;4.800.000;4.600.000;4.800.000;5.100.000;6.600.000
424;Estudiante 00424;4.800.000;4.700.000;5.300.000;5.700.000;5.100.000;5.800.000;5.200.000;6.900.000
425;Estudiante 00425;6.800.000;6.400.000;6.600.000;6.700.000;7.000.000;6.300.000;6.500.000;5.600.000
426;Estudiante 00426;4.500.000;4.500.000;5.000.000;4.300.000;4.500.000;4.500.000;4.700.000;6.800.000
427;Estudiante 00427;5.300.000;5.200.000;5.600.000;5.900.000;5.000.000;5.800.000;6.000.000;6.800.000
428;Estudiante 00428;5.200.000;5.100.000;5.300.000;5.300.000;4.500.000;4.700.000;4.800.000;6.200.000
429;Estudiante 00429;6.700.000;6.900.000;6.800.000;6.100.000;6.600.000;6.400.000;6.100.000;5.800.000
430;Estudiante 00430;4.300.000;4.200.000;3.800.000;4.900.000;3.900.000;4.100.000;4.700.000;6.000.000
431;Estudiante 00431;5.000.000;5.200.000;5.300.000;5.800.000;5.200.000;5.600.000;5.100.000;5.700.000
432;Estudiante 00432;6.800.000;6.100.000;6.700.000;6.800.000;6.600.000;6.400.000;6.500.000;5.700.000
433;Estudiante 00433;4.200.000;4.300.000;4.800.000;4.800.000;4.700.000;4.000.000;4.400.000;6.400.000
434;Estudiante 00434;4.600.000;4.800.000;4.400.000;5.400.000;4.900.000;5.300.000;4.900.000;5.500.000
435;Estudiante 00435;4.000.000;3.800.000;3.900.000;4.100.000;4.200.000;4.000.000;4.000.000;5.800.000
436;Estudiante 00436;4.500.000;4.900.000;4.800.000;5.000.000;5.100.000;4.900.000;4.200.000;6.200.000
437;Estudiante 00437;6.300.000;6.400.000;6.900.000;6.400.000;6.300.000;6.800.000;6.400.000;6.000.000
438;Estudiante 00438;5.400.000;5.800.000;6.200.000;5.100.000;6.200.000;5.800.000;5.800.000;6.300.000
439;Estudiante 00439;5.300.000;5.000.000;5.400.000;5.400.000;6.100.000;6.200.000;5.100.000;6.200.000
440;Estudiante 00440;4.500.000;4.800.000;3.900.000;4.000.000;4.400.000;4.900.000;4.100.000;6.500.000
441;Estudiante 00441;5.600.000;6.100.000;6.500.000;6.500.000;5.800.000;6.400.000;5.800.000;6.000.000
442;Estudiante 00442;5.600.000;5.400.000;5.500.000;5.300.000;6.200.000;5.700.000;6.000.000;5.800.000
443;Estudiante 00443;6.700.000;6.000.000;6.900.000;6.600.000;6.300.000;6.500.000;6.000.000;5.900.000
444;Estudiante 00444;4.400.000;4.800.000;4.200.000;4.400.000;5.000.000;4.200.000;4.100.000;6.000.000
445;Estudiante 00445;4.900.000;4.100.000;4.100.000;5.100.000;4.700.000;4.900.000;4.900.000;5.600.000
446;Estudiante 00446;3.700.000;4.200.000;3.900.000;3.700.000;4.100.000;3.800.000;4.600.000;5.800.000
447;Estudiante 00447;6.300.000;6.900.000;6.200.000;6.900.000;6.100.000;6.600.000;6.100.000;6.100.000
448;Estudiante 00448;4.500.000;5.100.000;5.000.000;5.500.000;5.200.000;4.700.000;5.600.000;6.700.000
449;Estudiante 00449;4.400.000;4.400.000;4.000.000;3.500.000;3.500.000;4.000.000;4.400.000;5.800.000
450;Estudiante 00450;4.900.000;5.500.000;5.300.000;5.600.000;4.700.000;4.600.000;5.300.000;6.200.000
451;Estudiante 00451;3.500.000;4.500.000;3.700.000;4.600.000;4.500.000;4.600.000;4.400.000;6.000.000
452;Estudiante 00452;4.200.000;4.800.000;4.300.000;4.700.000;4.900.000;4.400.000;4.000.000;6.600.000
453;Estudiante 00453;6.100.000;5.800.000;5.700.000;6.600.000;6.100.000;5.700.000;5.700.000;6.200.000
454;Estudiante 00454;4.400.000;4.700.000;3.900.000;4.900.000;4.300.000;5.000.000;4.900.000;7.000.000
455;Estudiante 00455;4.500.000;4.500.000;4.800.000;4.400.000;5.200.000;5.100.000;5.000.000;6.900.000
456;Estudiante 00456;6.900.000;6.700.000;5.900.000;6.700.000;6.500.000;5.800.000;6.500.000;6.700.000
457;Estudiante 00457;5.000.000;4.800.000;4.700.000;4.900.000;5.400.000;5.400.000;4.900.000;6.100.000
458;Estudiante 00458;5.800.000;6.800.000;6.800.000;6.500.000;6.600.000;6.100.000;5.800.000;5.600.000
459;Estudiante 00459;6.100.000;6.300.000;6.100.000;5.700.000;6.000.000;6.200.000;6.400.000;6.200.000
460;Estudiante 00460;4.300.000;3.600.000;4.400.000;4.100.000;3.800.000;3.700.000;3.900.000;6.100.000
461;Estudiante 00461;6.100.000;5.500.000;5.500.000;5.500.000;6.300.000;6.100.000;5.800.000;6.200.000
462;Estudiante 00462;5.000.000;5.100.000;4.200.000;5.200.000;4.300.000;4.300.000;4.800.000;5.600.000
463;Estudiante 00463;4.800.000;4.400.000;5.200.000;5.100.000;4.800.000;4.700.000;4.700.000;5.600.000
464;Estudiante 00464;4.200.000;5.000.000;4.700.000;4.300.000;4.700.000;4.500.000;5.200.000;7.000.000
465;Estudiante 00465;6.700.000;6.800.000;6.100.000;6.500.000;6.100.000;6.100.000;6.900.000;6.600.000
466;Estudiante 00466;6.600.000;6.600.000;6.000.000;6.800.000;6.000.000;6.900.000;6.000.000;5.900.000
467;Estudiante 00467;4.600.000;5.000.000;5.200.000;4.600.000;5.100.000;5.300.000;4.200.000;6.600.000
468;Estudiante 00468;6.200.000;6.400.000;6.800.000;6.500.000;7.000.000;6.800.000;6.300.000;6.700.000
469;Estudiante 00469;5.500.000;5.300.000;4.900.000;5.400.000;5.800.000;5.000.000;4.900.000;6.000.000
470;Estudiante 00470;4.400.000;5.100.000;4.500.000;5.100.000;4.300.000;4.600.000;4.900.000;6.900.000
471;Estudiante 00471;4.200.000;3.800.000;3.900.000;4.600.000;3.500.000;3.800.000;4.000.000;5.800.000
472;Estudiante 00472;4.700.000;5.100.000;4.600.000;5.500.000;4.600.000;5.100.000;4.900.000;6.100.000
473;Estudiante 00473;5.600.000;5.800.000;6.200.000;5.400.000;5.400.000;5.400.000;5.700.000;6.300.000
474;Estudiante 00474;3.400.000;3.600.000;4.200.000;4.300.000;3.600.000;4.100.000;4.000.000;5.900.000
